sentiment,text,label
negative,danish company flsmidth acknowledged violated patent held finnish metso,0
negative,januaryaugust import sea container lorry trailer unit fell export corresponding period,0
negative,baltic country sale fell russia term euro term local currency,0
negative,total mn passenger ship journey took place northern baltic sea slightly mn,0
negative,julyseptember konecranes sale decreased eur mn eur mn julyseptember,0
negative,administrator indicated need job cut irish insurer next month,0
negative,qualcomm estimated firstquarter profit cent share excluding certain item analyst estimate cent share,0
negative,april finnish construction engineering company outotec oyj hel otev said today slipped net loss eur first quarter net profit eur corresponding period last year,0
negative,operating profit threemonth period decreased eur net sale increased eur compared corresponding period,0
negative,according laavainen raisio food marketing used reactive inconsistent,0
negative,operating profit margin compared year earlier,0
negative,consolidated operating profit continuing operation decreased eur mn eur mn,0
negative,biohit said reduce number leased personnel lay personnel,0
negative,nokia share hit euro friday percent start year part slow introduction touchscreen model,0
negative,asian traffic declined per cent,0
negative,also cut price projection paper packaging analyst goldman sachs said note monday,0
negative,operating profit fourth quarter went eurm eur corresponding period included cost growth project,0
negative,finnish technology company raute corporation omx helsinki rutav issued tuesday september profit warning financial year,0
negative,scanfil execute temporary layoff midoctober job cut march,0
negative,finnish developer manufacturer mobile phone charger salcomp plc omx helsinki salv wednesday november lowered fullyear net sale estimate,0
negative,operating profit sixmonth period decreased eurm net sale increased eur compared corresponding period,0
negative,personnel reduction primarily affect working parent company diagnostics business production logistics liquid handling business,0
negative,operating profit month period decreased eur net turnover increased eur compared financial year,0
negative,result person longer needed,0
negative,measure result weak demand shipbuilding industry,0
negative,contract employee bluecollar worker ended march august,0
negative,london marketwatch share price ended lower london monday rebound bank stock failed offset broader weakness ftse,0
negative,teliasonera underlying result however included mln skr positive oneoffs hence adjusted underlying ebitda actually amount bln skr clearly expectation analyst said,0
negative,paper company negative territory stora enso r shedding pct eur upmkymmene pct eur mreal b pct lower eur,0
negative,omx helsinki index pct lower omx helsinki cap portfolio index pct,0
negative,incap furniture presently negotiating staff cut,0
negative,addition employee laid notice whole workforce laid short period needed,0
negative,also construction expense gone russia,0
negative,stora enso target cut eur eur holmen target sek sek,0
negative,eb announced stock exchange release november th jt bergqvist resigned chairmanship membership board eb,0
negative,finnish electronics manufacturing service em company elcoteq se posted net loss mln euro mln first half compared net profit mln euro mln period,0
negative,finnish shipping company finnlines pretax loss totalled eur mn third quarter compared profit eur mn third quarter,0
negative,eps dropped eur eur,0
negative,operating loss totalled eur mn profit eur mn,0
